[0]  name=Iron Mace; desc=A spiky mace; cmd=; price = 63; member=0
[678]  name=scorpion cage; desc=I need to catch some scorpions in this; cmd=; price = 10; member=1
[679]  name=scorpion cage; desc=It has 1 scorpion in it; cmd=; price = 10; member=1
[680]  name=scorpion cage; desc=It has 2 scorpions in it; cmd=; price = 10; member=1
[681]  name=scorpion cage; desc=It has 3 scorpions in it; cmd=; price = 10; member=1
[682]  name=Enchanted Battlestaff of fire; desc=A Magical staff; cmd=; price = 42500; member=1
[683]  name=Enchanted Battlestaff of water; desc=A Magical staff; cmd=; price = 42500; member=1
[684]  name=Enchanted Battlestaff of air; desc=A Magical staff; cmd=; price = 42500; member=1
[685]  name=Enchanted Battlestaff of earth; desc=A Magical staff; cmd=; price = 42500; member=1
[686]  name=scorpion cage; desc=It has 1 scorpion in it; cmd=; price = 10; member=1
[687]  name=scorpion cage; desc=It has 1 scorpion in it; cmd=; price = 10; member=1
[688]  name=scorpion cage; desc=It has 2 scorpions in it; cmd=; price = 10; member=1
[689]  name=scorpion cage; desc=It has 2 scorpions in it; cmd=; price = 10; member=1
[690]  name=gold; desc=this needs refining; cmd=; price = 150; member=1
[691]  name=gold bar; desc=this looks valuable; cmd=; price = 300; member=1
[692]  name=Ruby ring; desc=A valuable ring; cmd=; price = 2025; member=1
[693]  name=Ruby necklace; desc=I wonder if this is valuable; cmd=; price = 2175; member=1
[694]  name=Family crest; desc=The crest of a varrocian noble family; cmd=; price = 10; member=1
[695]  name=Crest fragment; desc=Part of the Fitzharmon family crest; cmd=; price = 10; member=1
[696]  name=Crest fragment; desc=Part of the Fitzharmon family crest; cmd=; price = 10; member=1
[697]  name=Crest fragment; desc=Part of the Fitzharmon family crest; cmd=; price = 10; member=1
[698]  name=Steel gauntlets; desc=Very handy armour; cmd=; price = 6; member=1
[699]  name=gauntlets of goldsmithing; desc=metal gloves for gold making; cmd=; price = 6; member=1
[700]  name=gauntlets of cooking; desc=Used for cooking fish; cmd=; price = 6; member=1
[701]  name=gauntlets of chaos; desc=improves bolt spells; cmd=; price = 6; member=1
[702]  name=robe of Zamorak; desc=A robe worn by worshippers of Zamorak; cmd=; price = 40; member=1
[703]  name=robe of Zamorak; desc=A robe worn by worshippers of Zamorak; cmd=; price = 30; member=1
[704]  name=Address Label; desc=To lord Handelmort- Handelmort mansion; cmd=; price = 10; member=1
[705]  name=Tribal totem; desc=It represents some sort of tribal god; cmd=; price = 10; member=1
[706]  name=tourist guide; desc=Your definitive guide to Ardougne; cmd=read; price = 1; member=1
[707]  name=spice; desc=Put it in uncooked stew to make curry; cmd=; price = 230; member=1
[708]  name=Uncooked curry; desc=I need to cook this; cmd=; price = 10; member=1
[709]  name=curry; desc=It's a spicey hot curry; cmd=Eat; price = 20; member=1
[710]  name=Burnt curry; desc=Eew it's horribly burnt; cmd=Empty; price = 1; member=1
[711]  name=yew logs certificate; desc=Each certificate exchangable at Ardougne for 5 yew logs; cmd=; price = 10; member=1
[712]  name=maple logs certificate; desc=Each certificate exchangable at Ardougne for 5 maple logs; cmd=; price = 20; member=1
[713]  name=willow logs certificate; desc=Each certificate exchangable at Ardougne for 5 willow logs; cmd=; price = 30; member=1
[714]  name=lockpick; desc=It makes picking some locks easier; cmd=; price = 20; member=1
[715]  name=Red vine worms; desc=Strange little red worms; cmd=; price = 3; member=1
[716]  name=Blanket; desc=A child's blanket; cmd=; price = 5; member=1
[717]  name=Raw giant carp; desc=I should try cooking this; cmd=; price = 50; member=1
[718]  name=giant Carp; desc=Some nicely cooked fish; cmd=Eat; price = 50; member=1
[719]  name=Fishing competition Pass; desc=Admits one to the Hemenster fishing competition; cmd=; price = 10; member=1
[720]  name=Hemenster fishing trophy; desc=Hurrah you won a fishing competition; cmd=; price = 20; member=1
[721]  name=Pendant of Lucien; desc=Gets me through the chamber of fear; cmd=; price = 12; member=1
[722]  name=Boots of lightfootedness; desc=Wearing these makes me feel like I am floating; cmd=; price = 6; member=1
[723]  name=Ice Arrows; desc=Can only be fired with yew or magic bows; cmd=; price = 2; member=1
[724]  name=Lever; desc=This was once attached to something; cmd=; price = 20; member=1
[725]  name=Staff of Armadyl; desc=A Magical staff; cmd=; price = 15; member=1
[726]  name=Pendant of Armadyl; desc=Allows me to fight Lucien; cmd=; price = 12; member=1
[727]  name=Large cog; desc= A large old cog; cmd=; price = 10; member=1
[728]  name=Large cog; desc= A large old cog; cmd=; price = 10; member=1
[729]  name=Large cog; desc= A large old cog; cmd=; price = 10; member=1
[730]  name=Large cog; desc= A large old cog; cmd=; price = 10; member=1
[731]  name=Rat Poison; desc=This stuff looks nasty; cmd=; price = 1; member=1
[732]  name=shiny Key; desc=Quite a small key; cmd=; price = 1; member=1
[733]  name=khazard Helmet; desc=A medium sized helmet; cmd=; price = 10; member=1
[734]  name=khazard chainmail; desc=A series of connected metal rings; cmd=; price = 10; member=1
[735]  name=khali brew; desc=A bottle of khazard's worst brew; cmd=drink; price = 5; member=1
[736]  name=khazard cell keys; desc=Keys for General Khazard's cells; cmd=; price = 1; member=1
[737]  name=Poison chalice; desc=A strange looking drink; cmd=drink; price = 20; member=1
[738]  name=magic whistle; desc=A small tin whistle; cmd=blow; price = 10; member=1
[739]  name=Cup of tea; desc=A nice cup of tea; cmd=drink; price = 10; member=1
[740]  name=orb of protection; desc=a strange glowing green orb; cmd=; price = 1; member=1
[741]  name=orbs of protection; desc=two strange glowing green orbs; cmd=; price = 1; member=1
[742]  name=Holy table napkin; desc=a cloth given to me by sir Galahad; cmd=; price = 10; member=1
[743]  name=bell; desc=I wonder what happens when i ring it; cmd=ring; price = 1; member=1
[744]  name=Gnome Emerald Amulet of protection; desc=It improves my defense; cmd=; price = 0; member=1
[745]  name=magic golden feather; desc=It will point the way for me; cmd=blow on; price = 2; member=1
[746]  name=Holy grail; desc=A holy and powerful artifact; cmd=; price = 1; member=1
[747]  name=Script of Hazeel; desc=An old scroll with strange ancient text; cmd=; price = 1; member=1
[748]  name=Pineapple; desc=It can be cut up with a knife; cmd=; price = 1; member=1
[749]  name=Pineapple ring; desc=Exotic fruit; cmd=eat; price = 1; member=1
[750]  name=Pineapple Pizza; desc=A tropicana pizza; cmd=Eat; price = 100; member=1
[751]  name=Half pineapple Pizza; desc=Half of this pizza has been eaten; cmd=Eat; price = 50; member=1
[752]  name=Magic scroll; desc=Maybe I should read it; cmd=read; price = 1; member=1
[753]  name=Mark of Hazeel; desc=A large metal amulet; cmd=; price = 0; member=1
[754]  name=bloody axe of zamorak; desc=A vicious looking axe; cmd=; price = 5000; member=1
[755]  name=carnillean armour; desc=the carnillean family armour; cmd=; price = 65; member=1
[756]  name=Carnillean Key; desc=An old rusty key; cmd=; price = 1; member=1
[757]  name=Cattle prod; desc=An old cattle prod; cmd=; price = 15; member=1
[758]  name=Plagued sheep remains; desc=These sheep remains are infected; cmd=; price = 0; member=1
[759]  name=Poisoned animal feed; desc=This looks nasty; cmd=; price = 0; member=1
[760]  name=Protective jacket; desc=A thick heavy leather top; cmd=; price = 50; member=1
[761]  name=Protective trousers; desc=A thick pair of leather trousers; cmd=; price = 50; member=1
[762]  name=Plagued sheep remains; desc=These sheep remains are infected; cmd=; price = 0; member=1
[763]  name=Plagued sheep remains; desc=These sheep remains are infected; cmd=; price = 0; member=1
[764]  name=Plagued sheep remains; desc=These sheep remains are infected; cmd=; price = 0; member=1
[765]  name=dwellberries; desc=some rather pretty blue berries; cmd=eat; price = 4; member=1
[766]  name=Gasmask; desc=Stops me breathing nasty stuff; cmd=; price = 2; member=1
[767]  name=picture; desc=A picture of a lady called Elena; cmd=; price = 2; member=1
[768]  name=Book; desc=Turnip growing for beginners; cmd=read; price = 1; member=1
[769]  name=Seaslug; desc=a rather nasty looking crustacean; cmd=; price = 4; member=1
[770]  name=chocolaty milk; desc=Milk with chocolate in it; cmd=drink; price = 2; member=1
[771]  name=Hangover cure; desc=It doesn't look very tasty; cmd=; price = 2; member=1
[772]  name=Chocolate dust; desc=I prefer it in a bar shape; cmd=; price = 2; member=1
[773]  name=Torch; desc=A unlit home made torch; cmd=; price = 4; member=1
[774]  name=Torch; desc=A lit home made torch; cmd=; price = 4; member=1
[775]  name=warrant; desc=A search warrant for a house in Ardougne; cmd=; price = 5; member=1
[776]  name=Damp sticks; desc=Some damp wooden sticks; cmd=; price = 0; member=1
[777]  name=Dry sticks; desc=Some dry wooden sticks; cmd=rub together; price = 0; member=1
[778]  name=Broken glass; desc=Glass from a broken window pane; cmd=; price = 0; member=1
[779]  name=oyster pearls; desc=I could work wonders with these and a chisel; cmd=; price = 1400; member=1
[780]  name=little key; desc=Quite a small key; cmd=; price = 1; member=1
[781]  name=Scruffy note; desc=It seems to say hongorer lure; cmd=read; price = 2; member=1
[782]  name=Glarial's amulet; desc=A bright green gem set in a necklace; cmd=; price = 1; member=1
[783]  name=Swamp tar; desc=A foul smelling thick tar like substance; cmd=; price = 1; member=1
[784]  name=Uncooked Swamp paste; desc=A thick tar like substance mixed with flour; cmd=; price = 1; member=1
[785]  name=Swamp paste; desc=A tar like substance mixed with flour and warmed; cmd=; price = 30; member=1
[786]  name=Oyster pearl bolts; desc=Great if you have a crossbow!; cmd=; price = 110; member=1
[787]  name=Glarials pebble; desc=A small pebble with elven inscription; cmd=; price = 1; member=1
[788]  name=book on baxtorian; desc=A book on elven history in north runescape; cmd=read; price = 2; member=1
[789]  name=large key; desc=I wonder what this is the key to; cmd=; price = 1; member=1
[790]  name=Oyster pearl bolt tips; desc=Can be used to improve crossbow bolts; cmd=; price = 56; member=1
[791]  name=oyster; desc=It's empty; cmd=; price = 5; member=1
[792]  name=oyster pearls; desc=I could work wonders with these and a chisel; cmd=; price = 112; member=1
[793]  name=oyster; desc=It's a rare oyster; cmd=open; price = 200; member=1
[794]  name=Soil; desc=It's a bucket of fine soil; cmd=; price = 2; member=1
[795]  name=Dragon medium Helmet; desc=A medium sized helmet; cmd=; price = 100000; member=1
[796]  name=Mithril seed; desc=Magical seeds in a mithril case; cmd=open; price = 200; member=1
[797]  name=An old key; desc=A door key; cmd=; price = 1; member=1
[798]  name=pigeon cage; desc=It's for holding pigeons; cmd=; price = 1; member=1
[799]  name=Messenger pigeons; desc=some very plump birds; cmd=release; price = 1; member=1
[800]  name=Bird feed; desc=A selection of mixed seeds; cmd=; price = 1; member=1
[801]  name=Rotten apples; desc=Yuck!; cmd=eat; price = 1; member=1
[802]  name=Doctors gown; desc=I do feel clever wearing this; cmd=; price = 40; member=1
[803]  name=Bronze key; desc=A heavy key; cmd=; price = 1; member=1
[804]  name=Distillator; desc=It's for seperating compounds; cmd=; price = 1; member=1
[805]  name=Glarial's urn; desc=An urn containing glarials ashes; cmd=; price = 1; member=0
[806]  name=Glarial's urn; desc=An empty metal urn; cmd=; price = 1; member=0
[807]  name=Priest robe; desc=I feel closer to saradomin in this; cmd=; price = 5; member=0
[808]  name=Priest gown; desc=I feel closer to saradomin in this; cmd=; price = 5; member=0
[809]  name=Liquid Honey; desc=This isn't worth much; cmd=; price = 0; member=1
[810]  name=Ethenea; desc=An expensive colourless liquid; cmd=; price = 10; member=1
[811]  name=Sulphuric Broline; desc=it's highly poisonous; cmd=; price = 1; member=1
[812]  name=Plague sample; desc=An air tight tin container; cmd=; price = 1; member=1
[813]  name=Touch paper; desc=For scientific testing; cmd=; price = 1; member=1
[814]  name=Dragon Bones; desc=Ew it's a pile of bones; cmd=Bury; price = 1; member=1
[815]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[816]  name=Snake Weed; desc=A very rare jungle herb; cmd=; price = 5; member=1
[817]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[818]  name=Ardrigal; desc=An interesting; cmd=; price = 5; member=1
[819]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[820]  name=Sito Foil; desc=An rare species of jungle herb; cmd=; price = 5; member=1
[821]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[822]  name=Volencia Moss; desc=A very rare species of jungle herb; cmd=; price = 5; member=1
[823]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[824]  name=Rogues Purse; desc= A rare species of jungle herb; cmd=; price = 5; member=1
[825]  name=Soul-Rune; desc=Used for high level curse spells; cmd=; price = 2500; member=1
[826]  name=king lathas Amulet; desc=The amulet is red; cmd=; price = 10; member=1
[827]  name=Bronze Spear; desc=A bronze tipped spear; cmd=; price = 4; member=1
[828]  name=halloween mask; desc=aaaarrrghhh ... i'm a monster; cmd=; price = 15; member=0
[829]  name=Dragon bitter; desc=A glass of frothy ale; cmd=drink; price = 2; member=1
[830]  name=Greenmans ale; desc=A glass of frothy ale; cmd=drink; price = 2; member=1
[831]  name=halloween mask; desc=aaaarrrghhh ... i'm a monster; cmd=; price = 15; member=0
[832]  name=halloween mask; desc=aaaarrrghhh ... i'm a monster; cmd=; price = 15; member=0
[833]  name=cocktail glass; desc=For sipping cocktails; cmd=; price = 0; member=1
[834]  name=cocktail shaker; desc=For mixing cocktails; cmd=pour; price = 2; member=1
[835]  name=Bone Key; desc=A key delicately carved key made from a single piece of bone; cmd=Look; price = 1; member=1
[836]  name=gnome robe; desc=A high fashion robe; cmd=; price = 180; member=1
[837]  name=gnome robe; desc=A high fashion robe; cmd=; price = 180; member=1
[838]  name=gnome robe; desc=A high fashion robe; cmd=; price = 180; member=1
[839]  name=gnome robe; desc=A high fashion robe; cmd=; price = 180; member=1
[840]  name=gnome robe; desc=A high fashion robe; cmd=; price = 180; member=1
[841]  name=gnomeshat; desc=A silly pointed hat; cmd=; price = 160; member=1
[842]  name=gnomeshat; desc=A silly pointed hat; cmd=; price = 160; member=1
[843]  name=gnomeshat; desc=A silly pointed hat; cmd=; price = 160; member=1
[844]  name=gnomeshat; desc=A silly pointed hat; cmd=; price = 160; member=1
[845]  name=gnomeshat; desc=A silly pointed hat; cmd=; price = 160; member=1
[846]  name=gnome top; desc=rometti - the ultimate in gnome design; cmd=; price = 180; member=1
[847]  name=gnome top; desc=rometti - the only name in gnome fashion!; cmd=; price = 180; member=1
[848]  name=gnome top; desc=rometti - the only name in gnome fashion!; cmd=; price = 180; member=1
[849]  name=gnome top; desc=rometti - the only name in gnome fashion!; cmd=; price = 180; member=1
[850]  name=gnome top; desc=rometti - the only name in gnome fashion!; cmd=; price = 180; member=1
[851]  name=gnome cocktail guide; desc=A book on tree gnome cocktails; cmd=read; price = 2; member=1
[852]  name=Beads of the dead; desc=A curious looking neck ornament; cmd=; price = 35; member=1
[853]  name=cocktail glass; desc=For sipping cocktails; cmd=drink; price = 2; member=1
[854]  name=cocktail glass; desc=For sipping cocktails; cmd=drink; price = 2; member=1
[855]  name=lemon; desc=It's very fresh; cmd=eat; price = 2; member=1
[856]  name=lemon slices; desc=It's very fresh; cmd=eat; price = 2; member=1
[857]  name=orange; desc=It's very fresh; cmd=eat; price = 2; member=1
[858]  name=orange slices; desc=It's very fresh; cmd=eat; price = 2; member=1
[859]  name=Diced orange; desc=Fresh chunks of orange; cmd=eat; price = 2; member=1
[860]  name=Diced lemon; desc=Fresh chunks of lemon; cmd=eat; price = 2; member=1
[861]  name=Fresh Pineapple; desc=It can be cut up with a knife; cmd=eat; price = 1; member=1
[862]  name=Pineapple chunks; desc=Fresh chunks of pineapple; cmd=eat; price = 1; member=1
[863]  name=lime; desc=It's very fresh; cmd=eat; price = 2; member=1
[864]  name=lime chunks; desc=Fresh chunks of lime; cmd=eat; price = 1; member=1
[865]  name=lime slices; desc=It's very fresh; cmd=eat; price = 2; member=1
[866]  name=fruit blast; desc=A cool refreshing fruit mix; cmd=drink; price = 2; member=1
[867]  name=odd looking cocktail; desc=A cool refreshing mix; cmd=drink; price = 2; member=1
[868]  name=Whisky; desc=A locally brewed Malt; cmd=drink; price = 5; member=1
[869]  name=vodka; desc=A strong spirit; cmd=drink; price = 5; member=1
[870]  name=gin; desc=A strong spirit; cmd=drink; price = 5; member=1
[871]  name=cream; desc=Fresh cream; cmd=eat; price = 2; member=1
[872]  name=Drunk dragon; desc=A warm creamy alcoholic beverage; cmd=drink; price = 2; member=1
[873]  name=Equa leaves; desc=Small sweet smelling leaves; cmd=eat; price = 2; member=1
[874]  name=SGG; desc=A short green guy..looks good; cmd=drink; price = 2; member=1
[875]  name=Chocolate saturday; desc=A warm creamy alcoholic beverage; cmd=drink; price = 2; member=1
[876]  name=brandy; desc=A strong spirit; cmd=drink; price = 5; member=1
[877]  name=blurberry special; desc=Looks good..smells strong; cmd=drink; price = 2; member=1
[878]  name=wizard blizzard; desc=Looks like a strange mix; cmd=drink; price = 2; member=1
[879]  name=pineapple punch; desc=A fresh healthy fruit mix; cmd=drink; price = 2; member=1
[880]  name=gnomebatta dough; desc=Dough formed into a base; cmd=; price = 2; member=1
[881]  name=gianne dough; desc=It's made from a secret recipe; cmd=mould; price = 2; member=1
[882]  name=gnomebowl dough; desc=Dough formed into a bowl shape; cmd=; price = 2; member=1
[883]  name=gnomecrunchie dough; desc=Dough formed into cookie shapes; cmd=; price = 2; member=1
[884]  name=gnomebatta; desc=A baked dough base; cmd=; price = 2; member=1
[885]  name=gnomebowl; desc=A baked dough bowl; cmd=eat; price = 2; member=1
[886]  name=gnomebatta; desc=It's burnt to a sinder; cmd=; price = 2; member=1
[887]  name=gnomecrunchie; desc=They're burnt to a sinder; cmd=; price = 2; member=1
[888]  name=gnomebowl; desc=It's burnt to a sinder; cmd=; price = 2; member=1
[889]  name=Uncut Red Topaz; desc=A semi precious stone; cmd=; price = 40; member=1
[890]  name=Uncut Jade; desc=A semi precious stone; cmd=; price = 30; member=1
[891]  name=Uncut Opal; desc=A semi precious stone; cmd=; price = 20; member=1
[892]  name=Red Topaz; desc=A semi precious stone; cmd=; price = 200; member=1
[893]  name=Jade; desc=A semi precious stone; cmd=; price = 150; member=1
[894]  name=Opal; desc=A semi precious stone; cmd=; price = 100; member=1
[895]  name=Swamp Toad; desc=Slippery little blighters; cmd=remove legs; price = 2; member=1
[896]  name=Toad legs; desc=Gnome delicacy apparently; cmd=eat; price = 2; member=1
[897]  name=King worm; desc=Gnome delicacy apparently; cmd=eat; price = 2; member=1
[898]  name=Gnome spice; desc=Aluft Giannes secret reciepe; cmd=; price = 2; member=1
[899]  name=gianne cook book; desc=Aluft Giannes favorite dishes; cmd=read; price = 2; member=1
[900]  name=gnomecrunchie; desc=yum ... smells good; cmd=eat; price = 2; member=1
[901]  name=cheese and tomato batta; desc=Smells really good; cmd=eat; price = 2; member=1
[902]  name=toad batta; desc=actually smells quite good; cmd=eat; price = 2; member=1
[903]  name=gnome batta; desc=smells like pants; cmd=eat; price = 2; member=1
[904]  name=worm batta; desc=actually smells quite good; cmd=eat; price = 2; member=1
[905]  name=fruit batta; desc=actually smells quite good; cmd=eat; price = 2; member=1
[906]  name=Veg batta; desc=well..it looks healthy; cmd=eat; price = 2; member=1
[907]  name=Chocolate bomb; desc=Looks great; cmd=eat; price = 2; member=1
[908]  name=Vegball; desc=Looks pretty healthy; cmd=eat; price = 2; member=1
[909]  name=worm hole; desc=actually smells quite good; cmd=eat; price = 2; member=1
[910]  name=Tangled toads legs; desc=actually smells quite good; cmd=eat; price = 2; member=1
[911]  name=Choc crunchies; desc=yum ... smells good; cmd=eat; price = 2; member=1
[912]  name=Worm crunchies; desc=actually smells quite good; cmd=eat; price = 2; member=1
[913]  name=Toad crunchies; desc=actually smells quite good; cmd=eat; price = 2; member=1
[914]  name=Spice crunchies; desc=yum ... smells good; cmd=eat; price = 2; member=1
[915]  name=Crushed Gemstone; desc=A gemstone that has been smashed; cmd=; price = 2; member=1
[916]  name=Blurberry badge; desc=an official cocktail maker; cmd=; price = 2; member=1
[917]  name=Gianne badge; desc=an official gianne chef; cmd=; price = 2; member=1
[918]  name=tree gnome translation; desc=Translate the old gnome tounge; cmd=read; price = 2; member=1
[919]  name=Bark sample; desc=A sample from the grand tree; cmd=; price = 2; member=1
[920]  name=War ship; desc=A model of a karamja warship; cmd=play with; price = 2; member=1
[921]  name=gloughs journal; desc=Glough's private notes; cmd=read; price = 2; member=1
[922]  name=invoice; desc=A note with foreman's timber order; cmd=read; price = 2; member=1
[923]  name=Ugthanki Kebab; desc=A strange smelling Kebab made from Ugthanki meat - it doesn't look too good; cmd=eat; price = 20; member=1
[924]  name=special curry; desc=It's a spicy hot curry; cmd=Eat; price = 20; member=1
[925]  name=glough's key; desc=Glough left this at anita's; cmd=; price = 1; member=1
[926]  name=glough's notes; desc=Scribbled notes and diagrams; cmd=read; price = 2; member=1
[927]  name=Pebble; desc=The pebble has an inscription; cmd=; price = 2; member=1
[928]  name=Pebble; desc=The pebble has an inscription; cmd=; price = 2; member=1
[929]  name=Pebble; desc=The pebble has an inscription; cmd=; price = 2; member=1
[930]  name=Pebble; desc=The pebble has an inscription; cmd=; price = 2; member=1
[931]  name=Daconia rock; desc=A magicaly crafted stone; cmd=; price = 40; member=1
[932]  name=Sinister key; desc=You get a sense of dread from this key; cmd=; price = 1; member=1
[933]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[934]  name=Torstol; desc=A useful herb; cmd=; price = 25; member=1
[935]  name=Unfinished potion; desc=I need Jangerberries to finish this Torstol potion; cmd=; price = 25; member=1
[936]  name=Jangerberries; desc=They don't look very ripe; cmd=eat; price = 1; member=1
[937]  name=fruit blast; desc=A cool refreshing fruit mix; cmd=drink; price = 30; member=1
[938]  name=blurberry special; desc=Looks good..smells strong; cmd=drink; price = 30; member=1
[939]  name=wizard blizzard; desc=Looks like a strange mix; cmd=drink; price = 30; member=1
[940]  name=pineapple punch; desc=A fresh healthy fruit mix; cmd=drink; price = 30; member=1
[941]  name=SGG; desc=A short green guy..looks good; cmd=drink; price = 30; member=1
[942]  name=Chocolate saturday; desc=A warm creamy alcoholic beverage; cmd=drink; price = 30; member=1
[943]  name=Drunk dragon; desc=A warm creamy alcoholic beverage; cmd=drink; price = 30; member=1
[944]  name=cheese and tomato batta; desc=Smells really good; cmd=eat; price = 120; member=1
[945]  name=toad batta; desc=actually smells quite good; cmd=eat; price = 120; member=1
[946]  name=gnome batta; desc=smells like pants; cmd=eat; price = 120; member=1
[947]  name=worm batta; desc=actually smells quite good; cmd=eat; price = 120; member=1
[948]  name=fruit batta; desc=actually smells quite good; cmd=eat; price = 120; member=1
[949]  name=Veg batta; desc=well..it looks healthy; cmd=eat; price = 120; member=1
[950]  name=Chocolate bomb; desc=Looks great; cmd=eat; price = 160; member=1
[951]  name=Vegball; desc=Looks pretty healthy; cmd=eat; price = 150; member=1
[952]  name=worm hole; desc=actually smells quite good; cmd=eat; price = 150; member=1
[953]  name=Tangled toads legs; desc=actually smells quite good; cmd=eat; price = 160; member=1
[954]  name=Choc crunchies; desc=yum ... smells good; cmd=eat; price = 85; member=1
[955]  name=Worm crunchies; desc=actually smells quite good; cmd=eat; price = 85; member=1
[956]  name=Toad crunchies; desc=actually smells quite good; cmd=eat; price = 85; member=1
[957]  name=Spice crunchies; desc=yum ... smells good; cmd=eat; price = 85; member=1
[958]  name=Stone-Plaque; desc=A stone plaque with carved letters in it; cmd=Read; price = 5; member=1
[959]  name=Tattered Scroll; desc=An ancient tattered scroll; cmd=Read; price = 5; member=1
[960]  name=Crumpled Scroll; desc=An ancient crumpled scroll; cmd=Read; price = 5; member=1
[961]  name=Bervirius Tomb Notes; desc=Notes taken from the tomb of Bervirius; cmd=Read; price = 5; member=1
[962]  name=Zadimus Corpse; desc=The remains of Zadimus; cmd=Bury; price = 1; member=1
[963]  name=Potion of Zamorak; desc=It looks scary; cmd=drink; price = 25; member=1
[964]  name=Potion of Zamorak; desc=It looks scary; cmd=drink; price = 25; member=1
[965]  name=Potion of Zamorak; desc=It looks scary; cmd=drink; price = 25; member=1
[966]  name=Boots; desc=They're soft and silky; cmd=; price = 200; member=1
[967]  name=Boots; desc=They're soft and silky; cmd=; price = 200; member=1
[968]  name=Boots; desc=They're soft and silky; cmd=; price = 200; member=1
[969]  name=Boots; desc=They're soft and silky; cmd=; price = 200; member=1
[970]  name=Boots; desc=They're soft and silky; cmd=; price = 200; member=1
[971]  name=Santa's hat; desc=It's a santa claus' hat; cmd=; price = 160; member=0
[972]  name=Locating Crystal; desc=A magical crystal sphere; cmd=Activate; price = 100; member=1
[973]  name=Sword Pommel; desc=An ivory sword pommel; cmd=; price = 100; member=1
[974]  name=Bone Shard; desc=A slender piece of bone; cmd=Look; price = 1; member=1
[975]  name=Steel Wire; desc=Useful for crafting items; cmd=; price = 200; member=1
[976]  name=Bone Beads; desc=Beads carved out of bone; cmd=; price = 1; member=1
[977]  name=Rashiliya Corpse; desc=The remains of the Zombie Queen; cmd=Bury; price = 1; member=1
[978]  name=ResetCrystal; desc=Helps reset things in game; cmd=Activate; price = 100; member=1
[979]  name=Bronze Wire; desc=Useful for crafting items; cmd=; price = 20; member=1
[980]  name=Present; desc=Click to use this on a friend; cmd=open; price = 160; member=0
[981]  name=Gnome Ball; desc=Lets play; cmd=shoot; price = 10; member=1
[982]  name=Papyrus; desc=Used for making notes; cmd=; price = 9; member=1
[983]  name=A lump of Charcoal; desc=a lump of cooked coal good for making marks.; cmd=; price = 45; member=1
[984]  name=Arrow; desc=linen wrapped around an arrow head; cmd=; price = 10; member=1
[985]  name=Lit Arrow; desc=A flamming arrow; cmd=; price = 10; member=1
[986]  name=Rocks; desc=A few Large rocks; cmd=; price = 10; member=1
[987]  name=Paramaya Rest Ticket; desc=Allows you to rest in the luxurius Paramaya Inn; cmd=; price = 5; member=1
[988]  name=Ship Ticket; desc=Allows you passage on the 'Lady of the Waves' ship.; cmd=; price = 5; member=1
[989]  name=Damp cloth; desc=It smells as if it's been doused in alcohol; cmd=; price = 10; member=1
[990]  name=Desert Boots; desc=Boots made specially for the desert; cmd=; price = 20; member=1
[991]  name=Orb of light; desc=The orb gives you a safe peaceful feeling; cmd=; price = 10; member=1
[992]  name=Orb of light; desc=The orb gives you a safe peaceful feeling; cmd=; price = 10; member=1
[993]  name=Orb of light; desc=The orb gives you a safe peaceful feeling; cmd=; price = 10; member=1
[994]  name=Orb of light; desc=The orb gives you a safe peaceful feeling; cmd=; price = 10; member=1
[995]  name=Railing; desc=A broken metal rod; cmd=; price = 10; member=1
[996]  name=Randas's journal; desc=An old journal with several pages missing; cmd=read; price = 1; member=1
[997]  name=Unicorn horn; desc=Poor unicorn went splat!; cmd=; price = 20; member=1
[998]  name=Coat of Arms; desc=A symbol of truth and all that is good; cmd=; price = 10; member=1
[999]  name=Coat of Arms; desc=A symbol of truth and all that is good; cmd=; price = 10; member=1
[1000]  name=Staff of Iban; desc=It's a slightly magical stick; cmd=; price = 15; member=1
[1001]  name=Dwarf brew; desc=It's a bucket of home made brew; cmd=; price = 2; member=1
[1002]  name=Ibans Ashes; desc=A heap of ashes; cmd=; price = 2; member=1
[1003]  name=Cat; desc=She's sleeping..i think!; cmd=; price = 2; member=1
[1004]  name=A Doll of Iban; desc=A strange doll made from sticks and cloth; cmd=search; price = 2; member=1
[1005]  name=Old Journal; desc=I wonder who wrote this!; cmd=read; price = 1; member=1
[1006]  name=Klank's gauntlets; desc=Heavy hand protection; cmd=; price = 6; member=1
[1007]  name=Iban's shadow; desc=A dark mystical liquid; cmd=; price = 2; member=1
[1008]  name=Iban's conscience; desc=The remains of a dove that died long ago; cmd=; price = 2; member=1
[1009]  name=Amulet of Othainian; desc=A strange looking amulet; cmd=; price = 0; member=1
[1010]  name=Amulet of Doomion; desc=A strange looking amulet; cmd=; price = 0; member=1
[1011]  name=Amulet of Holthion; desc=A strange looking amulet; cmd=; price = 0; member=1
[1012]  name=keep key; desc=A small prison key; cmd=; price = 1; member=1
