[0]  name=Tree; desc=A pointy tree; cmd1=Chop; cmd2=Examine; name? = tree2
[553]  name=PalmTree; desc=A shady palm tree; cmd1=WalkTo; cmd2=Search; name? = palm
[554]  name=Scorched Earth; desc=An area of burnt soil; cmd1=WalkTo; cmd2=Search; name? = mudpatch
[555]  name=Rocks; desc=A moss covered rock; cmd1=Mine; cmd2=Search; name? = mossyrock
[556]  name=sign; desc=The dancing donkey inn; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[557]  name=fish; desc=I can see fish swimming in the water; cmd1=harpoon; cmd2=cage; name? = fishing
[558]  name=FREE SLOT; desc=I can see fish swimming in the water; cmd1=Lure; cmd2=Bait; name? = fishing
[559]  name=FREE SLOT; desc=I can see fish swimming in the water; cmd1=Net; cmd2=Bait; name? = fishing
[560]  name=FREE SLOT; desc=I can see fish swimming in the water; cmd1=cage; cmd2=harpoon; name? = fishing
[561]  name=FREE SLOT; desc=I can see fish swimming in the water; cmd1=Net; cmd2=Harpoon; name? = fishing
[562]  name=fight Dummy; desc=I can practice my fighting here; cmd1=hit; cmd2=Examine; name? = sworddummy
[563]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[564]  name=Jungle Vine; desc=A deep jungle Vine; cmd1=WalkTo; cmd2=Search; name? = vine
[565]  name=statue; desc=hand carved; cmd1=WalkTo; cmd2=Examine; name? = tribalstature
[566]  name=sign; desc=Ye Olde Dragon Inn; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[567]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand treeinside-lev 0
[568]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand treeinside-lev 1
[569]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand treeinside-lev 2
[570]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand tree-lev 1
[571]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand tree-lev 2
[572]  name=Hillside Entrance; desc=Large doors that seem to lead into the hillside; cmd1=Open; cmd2=Search; name? = hillsidedoor
[573]  name=tree; desc=A large exotic looking tree; cmd1=WalkTo; cmd2=Search; name? = jungle medium size plant
[574]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridgejunction lev1
[575]  name=Tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = fourwayplatform-lev 0
[576]  name=Tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = fourwayplatform-lev 1
[577]  name=Metalic Dungeon Gate; desc=It seems to be closed; cmd1=Open; cmd2=Search; name? = metalgateclosed
[578]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridge lev1
[579]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridge lev2
[580]  name=Watch tower; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = gnomewatchtower lev1
[581]  name=Watch tower; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = gnomewatchtower lev2
[582]  name=FREE SLOT; desc=PLEASE USE THIS LOCATION ITEM; cmd1=WalkTo; cmd2=Examine; name? = metalgateopen
[583]  name=Doors; desc=Perhaps you should give them a push; cmd1=Open; cmd2=Search; name? = hillsidedoor
[584]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand tree-lev 3
[585]  name=Tree Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[586]  name=Tree Ladder; desc=it's a ladder leading downwards; cmd1=Climb-down; cmd2=Examine; name? = ladderdown
[587]  name=blurberrys cocktail bar; desc=the gnome social hot spot; cmd1=WalkTo; cmd2=Examine; name? = blurberrybar
[588]  name=Gem Rocks; desc=A rocky outcrop with a vein of semi precious stones; cmd1=Mine; cmd2=Prospect; name? = rocks1
[589]  name=Giannes place; desc=Eat green eat gnome cruisine; cmd1=WalkTo; cmd2=Examine; name? = blurberrybar
[590]  name=ropeswing; desc=A good place to train agility; cmd1=WalkTo; cmd2=Examine; name? = obstical_ropeswing
[591]  name=net; desc=A good place to train agility; cmd1=WalkTo; cmd2=Examine; name? = obstical_net
[592]  name=Frame; desc=A good place to train agility; cmd1=WalkTo; cmd2=Examine; name? = obstical_frame
[593]  name=Tree; desc=It has a branch ideal for tying ropes to; cmd1=WalkTo; cmd2=Examine; name? = tree_for_rope
[594]  name=Tree; desc=I wonder who put that rope there; cmd1=WalkTo; cmd2=Examine; name? = tree_with_rope
[595]  name=Tree; desc=they look fun to swing on; cmd1=WalkTo; cmd2=Examine; name? = tree_with_vines
[596]  name=cart; desc=A farm cart; cmd1=WalkTo; cmd2=Search; name? = cart
[597]  name=fence; desc=it doesn't look too strong; cmd1=WalkTo; cmd2=Examine; name? = gnomefence
[598]  name=beam; desc=A plank of wood; cmd1=WalkTo; cmd2=Examine; name? = beam
[599]  name=Sign; desc=read me; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[600]  name=Sign; desc=Blurberry's cocktail bar; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[601]  name=Sign; desc=Giannes tree gnome cuisine; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[602]  name=Sign; desc=Heckel funch's grocery store; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[603]  name=Sign; desc=Hudo glenfad's grocery store; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[604]  name=Sign; desc=Rometti's fashion outlet; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[605]  name=Sign; desc=Tree gnome bank and rometti's fashion outlet; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[606]  name=Sign; desc=Tree gnome local swamp; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[607]  name=Sign; desc=Agility training course; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[608]  name=Sign; desc=To the grand tree; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[609]  name=Root; desc=To the grand tree; cmd1=search; cmd2=Examine; name? = treeroot1
[610]  name=Root; desc=To the grand tree; cmd1=search; cmd2=Examine; name? = treeroot2
[611]  name=Metal Gate; desc=The gate is closed; cmd1=Open; cmd2=Examine; name? = metalgateclosed
[612]  name=Metal Gate; desc=The gate is open; cmd1=WalkTo; cmd2=close; name? = metalgateopen
[613]  name=A farm cart; desc=It is blocking the entrance to the village; cmd1=Examine; cmd2=Search; name? = cart
[614]  name=Ledge; desc=It looks rather thin; cmd1=balance on; cmd2=Examine; name? = straight_ledge
[615]  name=Ledge; desc=It looks rather thin; cmd1=balance on; cmd2=Examine; name? = straight_ledge
[616]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[617]  name=cage; desc=i don't like the look of that; cmd1=open; cmd2=Examine; name? = gnomecage
[618]  name=glider; desc=i wonder if it flys; cmd1=fly; cmd2=Examine; name? = gnomeglider
[619]  name=cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[620]  name=cupboard; desc=Perhaps I should search it; cmd1=Search; cmd2=close; name? = cupboardopen
[621]  name=stairs; desc=These lead upstairs; cmd1=Go up; cmd2=Examine; name? = woodenstairs
[622]  name=glider; desc=i wonder if it flys; cmd1=WalkTo; cmd2=Examine; name? = gnomeglidercrashed
[623]  name=gate; desc=The gate is open; cmd1=WalkTo; cmd2=close; name? = woodengateopen
[624]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = woodengateclosed
[625]  name=chaos altar; desc=An altar to the evil God Zamorak; cmd1=Recharge at; cmd2=Examine; name? = chaosaltar
[626]  name=Gnome stronghold gate; desc=The gate is closed; cmd1=Open; cmd2=Examine; name? = metalgateclosed
[627]  name=ropeswing; desc=A good place to train agility; cmd1=Swing; cmd2=Examine; name? = obstical_ropeswing
[628]  name=ropeswing; desc=A good place to train agility; cmd1=Swing; cmd2=Examine; name? = obstical_ropeswing
[629]  name=stairs; desc=These lead upstairs; cmd1=Go up; cmd2=Examine; name? = woodenstairs
[630]  name=stairs; desc=These lead downstairs; cmd1=Go down; cmd2=Examine; name? = woodenstairsdown
[631]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[632]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[633]  name=Pile of rubble; desc=What a mess; cmd1=climb; cmd2=Examine; name? = mudpile
[634]  name=Stone stand; desc=On top our four indents from left to right; cmd1=WalkTo; cmd2=push down; name? = stonestand
[635]  name=Watch tower; desc=A tree gnome construction; cmd1=climb up; cmd2=Examine; name? = gnomewatchtower lev1
[636]  name=Pile of rubble; desc=What a mess; cmd1=climb; cmd2=Examine; name? = mudpiledown
[637]  name=Root; desc=To the grand tree; cmd1=search; cmd2=Examine; name? = treeroot2
[638]  name=Root; desc=To the grand tree; cmd1=push; cmd2=Examine; name? = treeroot2
[639]  name=Root; desc=To the grand tree; cmd1=push; cmd2=Examine; name? = treeroot2
[640]  name=Sign; desc=Home to the Head tree guardian; cmd1=WalkTo; cmd2=Examine; name? = gnomesign
[641]  name=Hammock; desc=They've got to sleep somewhere; cmd1=lie in; cmd2=Examine; name? = gnomehamek
[642]  name=Goal; desc=You're supposed to throw the ball here; cmd1=WalkTo; cmd2=Examine; name? = gnomegoal
[643]  name=stone tile; desc=It looks as if it might move; cmd1=twist; cmd2=Examine; name? = stonedisc
[644]  name=Chest; desc=You get a sense of dread from the chest; cmd1=WalkTo; cmd2=Examine; name? = ChestOpen
[645]  name=Chest; desc=You get a sense of dread from the chest; cmd1=Open; cmd2=Examine; name? = ChestClosed
[646]  name=Watch tower; desc=A tree gnome construction; cmd1=WalkTo; cmd2=climb down; name? = gnomewatchtower lev2
[647]  name=net; desc=A good place to train agility; cmd1=climb; cmd2=Examine; name? = obstical_net
[648]  name=Watch tower; desc=A tree gnome construction; cmd1=climb up; cmd2=Examine; name? = gnomewatchtower lev1
[649]  name=Watch tower; desc=A tree gnome construction; cmd1=climb down; cmd2=Examine; name? = gnomewatchtower lev2
[650]  name=ropeswing; desc=A good place to train agility; cmd1=grab hold of; cmd2=Examine; name? = obstical_ropeswing
[651]  name=Bumpy Dirt; desc=Some disturbed earth; cmd1=Look; cmd2=Search; name? = mudpatch
[652]  name=pipe; desc=a dirty sewer pipe; cmd1=WalkTo; cmd2=Examine; name? = obstical_pipe
[653]  name=net; desc=A good place to train agility; cmd1=climb; cmd2=Examine; name? = obstical_net
[654]  name=pipe; desc=a dirty sewer pipe; cmd1=enter; cmd2=Examine; name? = obstical_pipe
[655]  name=log; desc=It looks slippery; cmd1=balance on; cmd2=Examine; name? = log_balance1
[656]  name=pipe; desc=a dirty sewer pipe; cmd1=enter; cmd2=Examine; name? = obstical_pipe
[657]  name=pipe; desc=a dirty sewer pipe; cmd1=enter; cmd2=Examine; name? = obstical_pipe
[658]  name=Handholds; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = climbing_rocks
[659]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[660]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = woodengateclosed
[661]  name=stronghold spirit Tree; desc=Ancestor of the spirit tree; cmd1=talk to; cmd2=Examine; name? = tree2
[662]  name=Tree; desc=It has a branch ideal for tying ropes to; cmd1=WalkTo; cmd2=Examine; name? = tree_for_rope
[663]  name=Tree; desc=I wonder who put that rope there; cmd1=swing on; cmd2=Examine; name? = tree_with_rope
[664]  name=Tree; desc=I wonder who put that rope there; cmd1=swing on; cmd2=Examine; name? = tree_with_rope
[665]  name=Spiked pit; desc=I don't want to go down there; cmd1=WalkTo; cmd2=Examine; name? = spikedpit-low
[666]  name=Spiked pit; desc=I don't want to go down there; cmd1=WalkTo; cmd2=Examine; name? = spikedpit
[667]  name=Cave; desc=I wonder what is inside...; cmd1=enter; cmd2=Examine; name? = caveentrance
[668]  name=stone pebble; desc=Looks like a stone; cmd1=WalkTo; cmd2=Examine; name? = stonedisc
[669]  name=Pile of rubble; desc=Rocks that have caved in; cmd1=WalkTo; cmd2=Examine; name? = mudpile
[670]  name=Pile of rubble; desc=Rocks that have caved in; cmd1=WalkTo; cmd2=Search; name? = mudpile
[671]  name=pipe; desc=I might be able to fit through this; cmd1=enter; cmd2=Examine; name? = obstical_pipe
[672]  name=pipe; desc=2; cmd1=enter; cmd2=Examine; name? = obstical_pipe
[673]  name=Stone; desc=Looks like a stone; cmd1=WalkTo; cmd2=Examine; name? = stonedisc
[674]  name=Stone; desc=Looks like a stone; cmd1=Look Closer; cmd2=Investigate; name? = stonedisc
[675]  name=ropeswing; desc=A good place to train agility; cmd1=Swing; cmd2=Examine; name? = obstical_ropeswing
[676]  name=log; desc=It looks slippery; cmd1=balance on; cmd2=Examine; name? = log_balance1
[677]  name=net; desc=A good place to train agility; cmd1=Climb Up; cmd2=Examine; name? = obstical_net
[678]  name=Ledge; desc=It looks rather thin; cmd1=balance on; cmd2=Examine; name? = straight_ledge
[679]  name=Handholds; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = climbing_rocks
[680]  name=log; desc=It looks slippery; cmd1=balance on; cmd2=Examine; name? = log_balance1
[681]  name=log; desc=It looks slippery; cmd1=balance on; cmd2=Examine; name? = log_balance1
[682]  name=Rotten Gallows; desc=A human corpse hangs from the noose; cmd1=Look; cmd2=Search; name? = gallows
[683]  name=Pile of rubble; desc=Rocks that have caved in; cmd1=WalkTo; cmd2=Search; name? = mudpile
[684]  name=ropeswing; desc=I wonder what's over here; cmd1=Swing; cmd2=Examine; name? = obstical_ropeswing
[685]  name=ropeswing; desc=I wonder what's over here; cmd1=Swing; cmd2=Examine; name? = obstical_ropeswing
[686]  name=ocks; desc=A moss covered rock; cmd1=balance; cmd2=Examine; name? = mossyrock
[687]  name=Tree; desc=This tree doesn't look too healthy; cmd1=WalkTo; cmd2=balance; name? = deadtree1
[688]  name=Well stacked rocks; desc=Rocks that have been stacked at regular intervals; cmd1=Examine; cmd2=Search; name? = rocks1
[689]  name=Tomb Dolmen; desc=An ancient construct for displaying the bones of the deceased; cmd1=Look; cmd2=Search; name? = dolmen
[690]  name=Handholds; desc=I wonder if I can climb up these; cmd1=Climb; cmd2=Examine; name? = climbing_rocks
[691]  name=Bridge Blockade; desc=A crudely constructed fence to stop you going further; cmd1=Examine; cmd2=Jump; name? = gnomefence
[692]  name=Log Bridge; desc=A slippery log that is a make-do bridge; cmd1=Balance On; cmd2=Examine; name? = log_balance2
[693]  name=Handholds; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = climbing_rocks
[694]  name=Tree; desc=they look fun to swing on; cmd1=Swing on; cmd2=Examine; name? = tree_with_vines
[695]  name=Tree; desc=they look fun to swing on; cmd1=Swing on; cmd2=Examine; name? = tree_with_vines
[696]  name=Wet rocks; desc=A rocky outcrop; cmd1=Examine; cmd2=Search; name? = rocks1
[697]  name=Smashed table; desc=This table has seen better days; cmd1=Examine; cmd2=Craft; name? = smashedtable
[698]  name=Crude Raft; desc=A crudely constructed raft; cmd1=Disembark; cmd2=Examine; name? = lograft
[699]  name=Daconia rock; desc=Piles of daconia rock; cmd1=Mine; cmd2=Prospect; name? = rocks1
[700]  name=statue; desc=A statue to mark Taie Bwo Wannai sacred grounds; cmd1=WalkTo; cmd2=Examine; name? = tribalstature
[701]  name=Stepping stones; desc=A rocky outcrop; cmd1=Balance; cmd2=Jump onto; name? = rocks1
[702]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = woodengateclosed
[703]  name=gate; desc=Enter to balance into an agility area; cmd1=open; cmd2=Examine; name? = metalgateclosed
[704]  name=gate; desc=Enter to balance into an agility area; cmd1=open; cmd2=Examine; name? = metalgateclosed
[705]  name=pipe; desc=It looks a tight squeeze; cmd1=enter; cmd2=Examine; name? = obstical_pipe
[706]  name=ropeswing; desc=A good place to train agility; cmd1=Swing; cmd2=Examine; name? = obstical_ropeswing
[707]  name=Stone; desc=Looks like a stone; cmd1=balance on; cmd2=Examine; name? = stonedisc
[708]  name=Ledge; desc=It doesn't look stable; cmd1=balance on; cmd2=Examine; name? = straight_ledge
[709]  name=Vine; desc=A creepy creeper; cmd1=climb up; cmd2=Examine; name? = vinecorner
[710]  name=Rocks; desc=A rocky outcrop; cmd1=WalkTo; cmd2=Climb; name? = rocks1
[711]  name=Wooden Gate; desc=The gate is open; cmd1=Close; cmd2=Close; name? = woodengateopen
[712]  name=Wooden Gate; desc=The gate is closed; cmd1=Open; cmd2=Examine; name? = woodengateclosed
[713]  name=Stone bridge; desc=An ancient stone construction; cmd1=WalkTo; cmd2=Examine; name? = bridge section 1
[714]  name=Stone bridge; desc=An ancient stone construction; cmd1=WalkTo; cmd2=Examine; name? = bridge section 2
[715]  name=Stone bridge; desc=An ancient stone construction; cmd1=WalkTo; cmd2=Examine; name? = bridge section 3
[716]  name=Stone bridge; desc=An ancient stone construction; cmd1=WalkTo; cmd2=Examine; name? = cave bridge support
[717]  name=Stone platform; desc=An ancient stone construction; cmd1=WalkTo; cmd2=Examine; name? = cave platform small
[718]  name=fence; desc=it doesn't look too strong; cmd1=WalkTo; cmd2=Examine; name? = gnomefence2
[719]  name=Rocks; desc=A rocky outcrop; cmd1=Climb; cmd2=Climb; name? = rocks1
[720]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[721]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed2
[722]  name=Gate of Iban; desc=It doesn't look very inviting; cmd1=open; cmd2=Examine; name? = rams skull door
[723]  name=Wooden Door; desc=It doesn't look very inviting; cmd1=cross; cmd2=Examine; name? = rams skull dooropen
[724]  name=Tomb Dolmen; desc=An ancient construct for displaying the bones of the deceased; cmd1=Look; cmd2=Search; name? = dolmen
[725]  name=Cave entrance; desc=It doesn't look very inviting; cmd1=enter; cmd2=Examine; name? = caveentrance2
[726]  name=Old bridge; desc=That's been there a while; cmd1=WalkTo; cmd2=Examine; name? = cave old bridge
[727]  name=Old bridge; desc=That's been there a while; cmd1=cross; cmd2=Examine; name? = cave old bridgedown
[728]  name=Crumbled rock; desc=climb up to above ground; cmd1=climb; cmd2=Examine; name? = mudpile
[729]  name=stalagmite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave large stagamite
[730]  name=stalagmite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave small stagamite
[731]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[732]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[733]  name=Lever; desc=Seems to be some sort of winch; cmd1=pull; cmd2=Examine; name? = cave lever
[734]  name=stalactite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave large stagatite
[735]  name=stalactite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave small stagatite
[736]  name=stalactite; desc=Formed over thosands of years; cmd1=climb; cmd2=Examine; name? = cave extra large stagatite
[737]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[738]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[739]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[740]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[741]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[742]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[743]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[744]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[745]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[746]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[747]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[748]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[749]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[750]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[751]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[752]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[753]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[754]  name=Swamp; desc=That smells horrid; cmd1=step over; cmd2=Examine; name? = cave swampbubbles
[755]  name=Swamp; desc=That smells horrid; cmd1=WalkTo; cmd2=Examine; name? = cave swampbubbles
[756]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[757]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[758]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[759]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[760]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[761]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[762]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[763]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[764]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[765]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[766]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[767]  name=Pile of mud; desc=Mud caved in from above; cmd1=climb; cmd2=Examine; name? = mudpile
[768]  name=Travel Cart; desc=A sturdy cart for travelling in; cmd1=Board; cmd2=Look; name? = cart
[769]  name=Travel Cart; desc=A sturdy cart for travelling in; cmd1=Board; cmd2=Look; name? = cart
[770]  name=Rocks; desc=A small rocky outcrop; cmd1=mine; cmd2=Examine; name? = cave rock1
[771]  name=stalactite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave large stagatite
[772]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=Examine; name? = cave rocktrap1
[773]  name=Rocks; desc=You should be able to move these; cmd1=WalkTo; cmd2=Examine; name? = cave rocktrap1a
[774]  name=Rocks; desc=You should be able to move these; cmd1=WalkTo; cmd2=Examine; name? = cave swamprocks
[775]  name=sign; desc=The Paramaya Hostel; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[776]  name=Ladder; desc=A ladder that leads to the dormitory - a ticket is needed; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[777]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[778]  name=Spiked pit; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrapa
[779]  name=signpost; desc=To the Furnace; cmd1=WalkTo; cmd2=Examine; name? = signpost
[780]  name=Ship; desc=A sea faring ship called 'Lady Of The Waves'; cmd1=board; cmd2=Examine; name? = Shipfront
[781]  name=Ship; desc=A sea faring ship called 'Lady Of The Waves'; cmd1=board; cmd2=Examine; name? = Shipback
[782]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[783]  name=sacks; desc=Yep they're sacks; cmd1=WalkTo; cmd2=Search; name? = sacks
[784]  name=Zamorakian Temple; desc=Scary!; cmd1=WalkTo; cmd2=Examine; name? = cave temple
[785]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[786]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[787]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[788]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[789]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[790]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[791]  name=Grill; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrap
[792]  name=Rocks; desc=A small rocky outcrop; cmd1=walk here; cmd2=Examine; name? = cave rock1
[793]  name=Rocks; desc=A small rocky outcrop; cmd1=walk here; cmd2=Examine; name? = cave rock1
[794]  name=Tomb Doors; desc=Ornately carved wooden doors depicting skeletal warriors; cmd1=Open; cmd2=Search; name? = doubledoorsclosed
[795]  name=Swamp; desc=That smells horrid; cmd1=step over; cmd2=Examine; name? = cave swampbubbles
[796]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=Examine; name? = cave rocktrap1
[797]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=Examine; name? = cave rocktrap1
[798]  name=stalactite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave extra large stagatite
[799]  name=stalactite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave extra large stagatite
[800]  name=Spiked pit; desc=They looks suspicious; cmd1=walk over; cmd2=Examine; name? = cave grilltrapa up
[801]  name=Lever; desc=Seems to be some sort of winch; cmd1=pull; cmd2=Examine; name? = cave lever
[802]  name=Cage; desc=Seems to be mechanical ; cmd1=WalkTo; cmd2=Examine; name? = cave grillcage
[803]  name=Cage; desc=Seems to be mechanical ; cmd1=WalkTo; cmd2=Examine; name? = cave grillcageup
[804]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search for traps; name? = cave speartrap
[805]  name=Spear trap; desc=Ouch!; cmd1=WalkTo; cmd2=Examine; name? = cave speartrapa
[806]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search; name? = cave speartrap
[807]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search; name? = cave speartrap
[808]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search; name? = cave speartrap
[809]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search; name? = cave speartrap
[810]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search; name? = cave speartrap
[811]  name=Rocks; desc=More rocks!; cmd1=step over; cmd2=search; name? = cave speartrap
[812]  name=Ledge; desc=I might be able to climb that; cmd1=drop down; cmd2=Examine; name? = cave ledge
[813]  name=Furnace; desc=Charred bones are slowly burning inside; cmd1=WalkTo; cmd2=Examine; name? = cave furnace
[814]  name=Well; desc=The remains of a warrior slump over the strange construction; cmd1=drop down; cmd2=Examine; name? = cave well
[815]  name=Passage; desc=A strange metal grill covers the passage; cmd1=walk down; cmd2=Examine; name? = cave tubetrap
[816]  name=Passage; desc=The passage way has swung down to a vertical position; cmd1=climb up; cmd2=Examine; name? = cave tubetrapa
[817]  name=Passage; desc=The passage way has swung down to a vertical position; cmd1=climb up rope; cmd2=Examine; name? = cave tubetrapa rope
[818]  name=stalagmite; desc=Formed over thosands of years; cmd1=search; cmd2=Examine; name? = cave large stagamite
